tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,PaperlessBilling_Yes,Churn_Yes,senior_citizen_Yes,internet_service_Yes,multiple_lines,DSL,Fiber optic,Month-to-month,One year,Two year,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check
70,1,1,1,1,1,1,2,7534.65,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,0,0,19.45,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
43,0,0,0,0,1,0,2,3645.6,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
16,0,0,0,0,0,0,0,314.45,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
57,1,1,0,0,0,0,1,3053.0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
37,0,0,0,0,0,0,0,677.05,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
72,1,1,1,1,1,1,2,7965.95,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0
11,0,0,0,0,0,1,2,906.85,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
50,0,1,1,0,1,0,2,4888.7,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
5,0,0,1,0,0,0,1,237.25,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0,0,0,2,74.6,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0
16,0,0,0,0,0,0,0,342.4,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,1,0,0,0,2,140.1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
17,0,0,1,1,1,0,2,1108.0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1
16,0,0,0,0,0,0,0,295.55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
15,0,0,1,0,0,1,1,892.65,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0
10,0,0,0,0,0,0,0,198.25,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
46,1,1,0,1,1,1,2,4822.85,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0
64,0,1,1,1,1,1,2,6741.15,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0
1,0,1,0,0,0,0,2,79.15,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1
25,0,1,1,0,0,0,1,1355.45,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
71,1,1,1,1,1,0,2,7209.0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
8,0,0,0,0,0,0,1,438.4,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1
72,1,1,1,1,1,1,2,7726.35,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0
49,1,0,0,0,1,0,1,2070.75,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
29,1,1,1,1,0,1,1,1636.95,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
72,1,1,1,1,0,1,2,7581.5,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0
31,0,1,1,0,1,0,2,3019.5,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
50,0,0,0,0,1,1,2,4729.75,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
71,1,0,1,1,1,1,2,6126.1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0
70,1,1,1,1,1,1,2,6333.4,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0
71,1,0,0,1,0,1,2,6687.85,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0
61,1,1,1,1,0,0,2,4158.25,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0
32,0,0,0,1,1,1,2,3183.4,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,0,0,0,1,2,79.6,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
68,1,1,1,0,0,1,2,7149.35,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
62,0,0,0,0,0,0,0,1429.65,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
7,0,0,0,0,0,0,2,472.65,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
20,0,0,0,0,1,0,2,1734.5,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
6,0,0,0,0,0,0,0,113.5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,1,1,1,0,1,1,1,1884.65,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
28,0,0,0,0,1,1,2,2568.15,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0
27,0,0,0,0,0,0,0,470.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,0,0,0,0,0,0,1,278.4,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
26,0,0,0,1,0,0,2,2088.8,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
5,0,1,0,0,0,1,2,502.6,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
30,1,0,0,0,0,1,2,2595.85,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0
63,0,1,0,0,0,1,2,5825.5,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0
1,0,1,0,0,0,0,1,50.75,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0
53,0,1,1,1,1,1,2,4449.75,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0
14,0,1,0,1,0,1,2,1208.35,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0
21,0,1,0,1,1,1,2,1956.4,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0
17,0,0,0,0,0,0,0,310.6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16,0,0,0,0,0,0,0,290.55,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35,0,0,1,0,0,1,1,2096.1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
32,0,0,0,0,0,1,2,2665.0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
28,0,0,0,0,0,0,0,543.8,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,20.35,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
59,0,0,0,1,1,1,1,3005.8,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
72,0,0,0,0,0,0,0,1623.15,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
36,0,1,0,1,0,1,1,2498.4,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
40,1,1,0,0,1,0,1,2586.0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
40,0,0,1,0,0,0,2,3292.3,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
9,0,0,1,1,1,1,2,651.4,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1
63,1,1,1,1,1,0,2,4674.55,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3,0,0,0,0,1,0,2,232.35,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
40,0,1,1,1,1,1,1,2448.5,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
8,1,0,0,0,0,0,2,658.1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
34,1,0,0,1,1,0,2,3128.8,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1
5,1,0,1,1,0,0,1,223.45,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
9,0,1,0,0,1,1,2,919.4,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
9,0,1,1,0,0,1,2,653.95,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0
31,0,0,0,0,0,1,1,1825.5,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0
50,0,0,0,0,0,0,0,943.1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,1,1,0,1,0,0,2,181.65,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,1,45.65,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0
8,0,0,0,0,0,0,2,551.35,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1
9,0,1,0,0,0,1,1,359.4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
2,0,0,0,0,0,0,2,115.95,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0
3,1,1,0,0,0,0,1,165.2,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
25,0,0,0,1,1,1,2,2338.35,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
1,0,0,0,0,0,0,1,46.3,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
45,1,1,1,1,1,0,2,3541.1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1
51,0,1,1,0,0,0,2,4146.05,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
55,0,0,0,0,0,0,0,1087.25,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38,1,1,1,0,0,0,2,2522.4,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0
2,0,0,0,0,0,0,1,81.0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
38,0,0,0,0,0,0,0,717.3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
34,0,1,0,0,0,0,1,1734.2,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
70,0,0,1,0,1,1,2,7069.3,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
13,1,0,0,1,0,0,1,742.9,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
39,0,0,0,0,0,0,2,3017.65,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
61,0,1,1,0,1,1,2,6423.0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
12,0,0,1,0,1,1,2,1164.3,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0
41,0,1,0,1,1,1,2,4220.35,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
21,0,0,0,0,0,0,2,1558.7,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
55,0,0,1,0,1,1,1,2743.45,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
69,1,0,1,1,1,1,1,4055.5,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
26,0,1,1,0,1,1,2,2710.25,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0
69,1,1,0,0,0,1,2,6055.55,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0
18,0,0,1,0,1,1,1,810.7,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0
47,0,1,0,0,0,0,1,2538.2,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
72,1,1,1,1,1,1,2,6129.2,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
33,0,1,1,1,1,0,1,1750.85,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
2,0,0,0,0,0,0,0,36.55,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
72,1,1,1,1,1,1,2,6652.45,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0
37,0,0,0,0,0,0,2,2575.45,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0
62,0,1,1,0,0,1,2,6019.35,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0
71,0,0,0,0,0,0,0,1379.6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
23,0,1,0,1,0,0,1,1284.2,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0
16,0,0,0,0,0,0,0,296.15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9,1,0,1,1,1,0,2,653.25,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
17,0,0,0,0,0,0,0,412.6,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
4,0,0,0,0,0,0,0,85.5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,1,0,0,0,0,0,1,49.55,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
24,0,0,1,0,0,0,2,1928.7,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1
1,0,0,0,0,0,0,2,71.25,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
72,1,1,1,1,1,1,2,7845.8,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0
72,0,0,0,0,0,0,0,1750.7,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
11,0,0,0,0,0,0,0,216.2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9,0,0,0,0,0,0,0,178.5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,1,0,0,0,0,1,115.1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
60,0,0,1,0,1,1,2,6029.0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0
29,0,1,1,0,0,1,2,2745.2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
49,0,0,1,1,1,1,2,3721.9,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0
30,0,1,1,0,1,1,2,3121.1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
53,0,0,0,0,0,0,0,990.45,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39,0,0,0,0,0,0,0,1004.35,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9,0,0,0,0,0,0,0,157.65,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
39,0,0,1,1,0,0,2,3219.75,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
8,0,0,0,0,0,0,2,572.85,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
51,0,0,1,0,0,1,2,4554.85,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
71,0,0,0,0,0,0,0,1847.55,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
71,0,0,0,0,0,0,0,1766.75,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
70,0,0,0,0,0,0,0,1462.05,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,0,0,0,25.25,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
38,1,1,0,1,1,1,1,2193.2,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
28,0,1,1,0,0,1,2,2433.5,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
32,0,0,0,0,0,0,0,641.15,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
49,0,1,0,0,0,0,1,2398.4,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
37,0,0,0,0,0,0,0,861.85,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
10,0,0,1,1,0,0,1,583.0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
67,1,1,1,0,1,1,2,7332.4,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0
7,0,0,1,1,0,0,1,249.55,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
51,0,0,0,0,1,1,2,4475.9,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
9,0,0,0,0,0,0,1,416.45,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
9,0,0,0,0,1,1,2,788.6,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
4,0,0,0,1,0,0,1,202.3,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
71,1,1,1,0,1,0,2,6994.6,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0
50,0,0,0,0,1,0,2,4116.15,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0
24,0,0,1,0,1,1,2,2263.45,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0
22,1,0,0,0,1,0,1,1374.35,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0
44,1,1,1,0,1,1,2,4915.15,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
33,0,0,0,0,0,0,0,838.5,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,0,0,0,2,75.1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
54,0,0,0,0,1,1,2,3715.65,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
42,0,1,0,0,1,1,2,4273.45,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,1,45.8,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,20.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30,1,1,0,1,1,0,2,2044.75,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1,0,0,0,1,0,0,0,30.55,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
16,1,1,0,1,1,1,2,1398.25,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,20.1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
9,0,0,0,1,1,0,1,328.95,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
46,0,0,1,0,1,1,2,4680.05,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,2,69.1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
71,1,0,0,1,0,0,1,3778.2,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
43,0,0,0,0,0,0,2,3161.4,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0
50,1,0,0,1,1,0,1,2188.45,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
13,0,0,0,0,0,0,2,999.45,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1
19,0,1,0,1,1,1,2,1888.65,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
41,0,0,1,0,1,1,2,3990.6,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,0,2,71.15,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
24,0,1,1,0,1,1,1,1240.25,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
40,0,1,0,0,1,0,1,2635.0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0
3,0,1,1,0,1,0,2,235.0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0
37,1,0,0,0,1,0,1,2347.85,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0
67,1,0,1,1,1,1,2,7156.2,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0
32,0,1,0,0,1,1,2,3089.6,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
6,0,0,0,1,0,0,1,270.8,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0
32,1,0,0,0,1,0,2,2901.8,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0
59,0,1,1,0,0,0,2,4949.1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
30,0,1,1,1,0,1,2,2198.9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
20,0,0,0,0,0,0,0,374.5,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
27,0,0,0,0,0,0,0,761.95,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
20,1,0,0,0,0,0,2,1520.9,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
9,0,0,0,0,0,0,0,190.25,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
68,1,1,1,0,1,0,2,5163.0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0
69,1,0,0,1,0,0,1,4059.85,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0
26,0,0,1,1,0,0,2,2281.6,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1
69,0,0,0,0,0,0,0,1356.7,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11,0,0,0,0,0,0,0,231.45,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,1,50.75,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1
10,0,0,0,0,0,0,0,242.4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
55,1,1,0,1,0,1,2,4264.25,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0
44,1,0,0,1,1,0,1,2774.55,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
46,0,0,0,0,0,1,2,3605.2,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
69,1,1,1,0,0,0,1,4069.9,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0
11,0,0,0,0,0,1,2,874.2,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
11,0,1,0,0,1,1,2,1145.35,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
29,0,0,1,0,0,0,1,1323.7,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
57,1,0,0,0,1,1,2,5497.05,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
28,0,0,0,0,0,0,0,534.7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42,1,0,1,0,0,0,1,2455.05,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2,0,0,0,0,0,0,0,38.7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
23,1,1,0,1,0,0,1,947.4,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
18,0,0,0,0,0,0,0,357.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
62,0,0,0,0,0,0,0,1476.25,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,0,2,70.8,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1
16,0,0,0,1,0,1,2,1448.6,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0
3,0,0,0,0,1,1,2,291.9,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
67,1,1,1,1,1,1,2,5903.15,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0
62,0,0,0,0,0,0,0,1201.65,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
57,0,1,1,0,1,1,2,5921.35,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0
2,0,0,0,0,0,0,2,146.65,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
23,1,0,1,1,1,0,2,1759.4,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0
25,1,0,0,1,0,0,1,844.45,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
72,0,1,1,1,1,1,2,7774.05,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0
2,0,0,0,0,1,0,2,134.05,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
8,0,0,0,0,0,0,0,140.95,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
5,0,0,0,0,0,0,1,249.95,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1
35,0,0,1,0,1,1,1,1701.65,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
24,0,0,0,0,0,0,0,592.65,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2,0,0,0,0,0,0,2,135.75,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
72,1,1,1,1,0,1,2,7732.65,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0
41,1,1,1,1,1,0,2,4282.4,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
4,1,0,0,0,0,0,1,219.65,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
26,0,1,0,0,0,0,2,2018.1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
7,0,1,0,0,1,1,2,669.0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,2,68.95,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
4,0,1,0,1,0,0,1,224.85,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1
48,0,1,1,1,1,1,2,3771.5,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
2,0,0,0,0,1,1,2,196.75,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
12,1,0,1,1,1,1,2,943.85,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0
60,1,0,1,1,1,1,2,6572.85,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0
55,1,0,1,1,0,0,1,3175.85,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1,0,0,0,1,0,0,0,29.15,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,20.05,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,0,0,0,0,0,0,2,318.9,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,24.45,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
42,0,0,1,1,0,1,2,2762.75,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1,1,0,0,0,0,0,1,49.55,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
7,0,0,1,0,1,0,2,631.85,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0
